age,limit_bal,pay_delay,bill_amt,pay_amt,education,prob
66,461786.7692875834,1,79436.79551877773,0.0,2,0.021667475138536535
73,159850.42686885182,0,0.0,14060.297536237213,1,0.010029455938471129
39,351832.17818718817,4,68704.57604650671,0.0,2,0.8802536155510587
55,109644.74173074777,2,120751.29132359727,0.0,2,0.6080583837826975
68,171736.5341809848,2,56672.76750855959,0.0,3,0.33854150853106807
36,10000.0,9,150863.73317122052,7838.298973679827,2,0.9999987153969196
44,141291.94213207214,8,108613.97326444743,0.0,2,0.9999757953492774
38,252787.5661752068,3,118080.57256328154,3114.6672110706063,2,0.7904489528133659
39,116318.30199004385,6,106968.60827322133,0.0,3,0.9992510665341361
36,255982.8147491903,9,0.0,2696.091988635795,2,0.9999746423552301
55,230279.09848132485,3,26137.77846393892,0.0,2,0.6232526117968187
59,243354.1085164405,5,145485.97390641196,0.0,2,0.9942461200456825
49,214459.2713714804,4,168237.88741523633,7552.078613946625,1,0.9794408867499033
40,157850.6284732274,2,38384.185479805295,0.0,3,0.3208694284237994
63,253499.64778911378,9,109557.46437060922,7952.451560024614,2,0.999991578442812
46,264892.6337830778,2,116446.57628069827,0.0,2,0.3761047790320183
65,69685.3685466731,8,72639.60573031785,0.0,3,0.999974727934336
47,239204.49404890547,3,49673.71455111617,1607.2485780316283,4,0.6354717084944564
68,50664.93855860326,4,40450.281222290425,8087.379996820971,1,0.9702032254738098
54,314211.55913843046,5,94524.82738304349,4781.187345735039,3,0.9841606886279918
42,79188.91796863747,7,85850.5125343304,5484.313962530283,2,0.9998757875636016
41,174985.74515388443,5,148140.8493956777,2948.2155501824936,1,0.9965249718134358
61,233571.82313556827,3,146354.32955599745,0.0,3,0.838802104262964
71,159237.9810099121,6,113245.148475141,8281.403716284109,2,0.9991081210098545
48,274483.38153459126,2,81361.73648803832,0.0,3,0.2695004955279388
66,164672.0364663479,2,12558.019826541902,3008.247772017997,2,0.2647448434159867
61,124753.66418095616,8,92358.73363440346,5496.936028875525,1,0.9999749268236361
52,227380.23434450917,0,120414.31446572275,0.0,3,0.02149251557389194
64,185437.3763236348,5,92042.71305328833,0.0,2,0.9928577379365009
60,191570.6225412039,3,65613.92095030512,10197.21709786318,1,0.7631513698372366
67,295769.233730917,5,122284.17835860034,10842.021949407099,2,0.989665606100987
68,70860.2993348193,1,123375.79479113242,12258.563006552049,2,0.24828192956892867
52,223944.00410858716,6,179959.2723891164,2052.5944544943295,1,0.9994135578103979
43,184319.28875031148,1,106436.21951916207,0.0,2,0.13207533743040184
55,339286.0882166143,3,86813.15221643353,2831.3533597814153,1,0.6347284736743012
38,232724.54953796018,6,49531.21687143184,10434.832539560835,2,0.9974216606029243
57,129635.81653127428,8,69747.76034978764,0.0,3,0.9999632932241314
64,212133.46876696442,9,0.0,12953.316635655123,1,0.9999805690527506
56,238554.78638082807,8,138511.84129454673,3198.370393766053,4,0.9999629989142087
62,247895.94484150741,5,97072.29149689122,11777.271151261828,2,0.9898877953862446
67,162592.38272903155,6,119654.08672644474,0.0,3,0.9991144722465882
58,183974.27745324885,2,32236.7363900656,0.0,2,0.2862732645838089
48,109146.72698133563,7,54926.8344658855,8521.26717833129,2,0.9997930006545536
61,233691.8314126168,1,93396.73161701528,2639.96020582402,2,0.08841974195100034
68,149309.27904242623,7,92643.5480792193,9077.043687170872,3,0.9998054856423257
52,105194.02550275835,4,69336.39768648735,9045.483378597364,1,0.9699548174660163
41,208835.71353614083,7,0.0,0.0,1,0.9994110069515215
50,244692.57831516143,0,57704.23083856219,0.0,2,0.011041413537565457
63,180436.56992651868,8,56308.796872214785,13105.931840198156,2,0.999944419792197
65,263719.5545766202,8,43220.5884653779,0.0,3,0.9998932586812768
64,134597.93879385234,6,101115.77619863318,0.0,2,0.9991542607944643
69,161832.32758487985,5,124606.09358605233,0.0,2,0.9955228599147279
58,285321.98772076523,1,43479.72261512873,8469.962031200404,2,0.04041258676808698
57,137442.02363361488,8,10461.066888334652,0.0,4,0.9999239408123771
45,296396.81290319306,7,64885.196239243116,7912.788992962158,2,0.9994434573722356
61,347297.75030289555,2,104206.08680585015,14923.301356214992,3,0.22276396858150424
59,257883.99692935543,4,124666.6168767066,10344.293723914507,2,0.9556253043639096
43,225827.18469334513,0,158564.00330561254,0.0,2,0.03436216170216483
43,167144.14984103496,3,79187.19285197451,14731.841983267725,3,0.7882140556223594
46,299614.4917022715,1,22902.336638549605,8558.962508807046,3,0.028675152052121716
37,257234.50682566914,7,131344.84532969183,0.0,2,0.9997846337018776
71,123226.51059305746,0,91414.50426788078,6699.809861165299,2,0.02995201037361335
65,141014.91658571453,7,104141.63690140305,14941.581459940418,4,0.9998205386582151
47,275070.7294254137,4,80815.32203370651,5990.57180014409,1,0.9316725777708242
51,198708.32907295277,3,0.0,2250.218731664628,3,0.5852702313822764
71,386455.94259930647,8,115713.58079207364,1190.9564170971516,2,0.9999024713508863
44,217756.53079201802,0,54054.839467588165,1989.7576791120591,2,0.0124256586164107
40,157282.79677269963,9,26025.999090436344,4019.675322853329,2,0.9999890401846726
63,341134.104018779,2,112396.19630169394,3680.8700608196136,3,0.2508669097689868
58,265002.95437378646,0,97620.2003711386,9874.204737686796,1,0.015194533195954329
49,201043.02298454804,6,130638.37851444233,12909.520889879677,2,0.9990541115131353
38,214617.14394152007,8,95674.34428287411,0.0,2,0.999957736835544
57,180148.32658263546,9,20031.43975484358,9402.394936532719,3,0.9999851941348095
43,189841.39168993343,8,159291.0340615805,13757.493661217928,4,0.9999770625525491
47,185614.09470365595,2,148445.38805624156,0.0,2,0.5714897876673151
60,314086.5122137585,0,56306.18136368145,10969.810267683535,2,0.006951013405561436
40,146267.99264601283,0,120790.00599398061,2927.2500490591806,2,0.03673967891780607
47,215129.09759736786,5,111943.28673928251,10454.431052739572,2,0.9929562244800191
43,105105.60863563194,8,0.0,17191.76682154312,1,0.9999407810538727
54,383320.2275665839,1,105339.47465662652,9660.454114941884,3,0.04018954982782326
46,232345.38781756838,1,101237.10901242026,3429.8891013956227,2,0.09690932062387791
72,45322.07287107565,0,26353.155206510288,11360.022019815744,3,0.02231247053457322
55,35888.84387716977,4,110295.93533093455,0.0,4,0.9839981207506875
36,126028.17958756717,2,106263.67705597506,4536.307198251189,2,0.5491735294475532
61,371608.51078607736,6,68368.25475868098,8405.270362199892,1,0.9954737970624745
71,215789.64203723686,7,0.0,0.0,2,0.9993220354950151
73,154634.24896054983,4,156490.2320245661,740.5583136732098,1,0.9835625930082528
63,300977.94766308874,1,87311.6575303036,5502.225346342662,2,0.057240144266143454
58,280115.82110635645,4,135260.85873405426,9805.100919834344,2,0.9548518670034231
42,164015.23478331702,9,75529.07334186991,7877.442128824662,3,0.9999925551453258
73,216447.00875879457,9,150320.92228012346,0.0,3,0.9999953030886258
43,117935.9270810084,9,86287.8885186574,3383.2098991035173,2,0.999995325442361
41,76212.32239656246,1,50970.933364041535,14044.6260074344,1,0.14236483306411948
45,113705.38234648321,8,49503.10124745125,12352.728317792153,2,0.9999604745844703
38,334274.70505946595,5,112467.32052952948,0.0,2,0.9865997955365643
59,111631.78397655059,7,189912.8429851801,283.0165393883158,2,0.9999487351182123
39,315043.86023365473,4,63484.92100384674,12575.437487826375,2,0.892372679357978
57,15130.806506907858,7,98581.52935833207,0.0,2,0.999925413074713
51,47159.673328869394,1,117104.80487439726,0.0,3,0.25975619118188
70,308929.70508733066,2,41215.76299274121,16569.174387797306,3,0.15581874976379342
49,173840.14838424374,1,106861.42579379407,9743.72376281413,3,0.12726901204458585
36,166749.63507789205,7,166500.0412846412,20476.202187804327,2,0.9999058032695354
66,369689.49461666914,5,85037.76603925735,9041.54617637972,2,0.9770439100140952
39,253047.29379948223,3,33276.97030530093,2685.6704085877664,2,0.6107903333627247
36,199598.3394381448,9,56001.083561099025,0.0,2,0.9999898704832382
46,264449.56598768797,9,71413.50759784915,14084.446983569625,2,0.9999866392707641
58,97167.43324909544,7,47247.205879194145,1993.4848378659551,3,0.9997784280300256
68,154313.93194164845,2,68586.17711699472,9551.71670160388,2,0.3999889915994741
73,218949.1956419242,2,107223.7052454373,3127.0929972821796,2,0.40878216818929125
55,148469.68662154977,4,0.0,6196.724267449657,1,0.9249251384703739
48,248753.38033261613,1,76641.685821078,1754.0466841004582,2,0.07052237743413868
65,52629.58942139067,8,108865.12751386665,5974.327801048479,1,0.9999860675912224
56,374100.5337526719,9,120362.48233441322,1027.8353947926198,3,0.9999840934678363
71,126447.10701501394,4,47899.16524519871,0.0,3,0.9525101608229413
59,103093.38982641403,5,65687.96958499751,8095.113978605796,3,0.993648488619678
41,212513.52252868772,5,112712.74021434053,2493.496702204394,2,0.9933326773721103
59,258190.90442586283,3,60783.08547697058,12832.66946965994,2,0.6573738613717175
39,118401.13921549333,5,164414.63823889015,9201.956028698827,2,0.9976924343126106
56,179331.34580514522,1,101660.56644583427,0.0,1,0.13644676567822553
58,151730.78933393018,6,70372.18260113426,0.0,2,0.9987235955949286
51,57338.77243346709,1,0.0,0.0,2,0.09570346152286356
69,177640.85715240936,0,45606.380343050885,4760.421641138715,1,0.01490731106189778
50,198083.18202237875,7,45439.52146036985,6456.975916412523,3,0.9995895241642845
38,212668.69336611583,3,44261.71156434541,0.0,1,0.7070272874936815
40,145732.12680173025,2,78909.58110315228,0.0,3,0.4353140886670367
65,229245.86131285963,7,97493.81932497365,11752.036855226761,3,0.9997027663555789
66,175163.14337835344,3,0.0,0.0,1,0.649317095767813
60,342693.02708513197,2,97260.55707834884,631.7823999749908,3,0.2233067734573321
71,182722.81197772583,2,169188.22869183237,2314.2725653156967,4,0.5858656077663827
59,226448.31903845852,6,56237.28429691316,9896.951288314383,4,0.9972793573029901
41,228572.69315055083,3,118195.64004045351,0.0,1,0.8246942378524841
67,155772.91140612465,9,86826.39155532462,0.0,1,0.9999945244880886
41,243067.44603246124,0,56741.115039898825,16575.84038166585,1,0.011312529411177913
51,326986.4010265162,4,116907.77490452545,5009.6698952558145,2,0.9315047552719196
74,346632.00707470905,3,102219.52984039347,10834.754388594152,2,0.6348714281466672
58,142252.60974762795,2,138439.69161251994,0.0,2,0.6053572156908279
35,143015.314104833,9,93157.90131485947,2351.8833032893244,3,0.9999946485173853
68,188560.99078652344,7,87708.07471527335,6932.751215139817,2,0.9997616138964781
68,211034.0177506145,0,80830.6552122831,3513.0032965511227,2,0.016493502031155145
55,91220.95662482073,2,141641.72660693002,0.0,3,0.6664954699281314
73,56743.28857168232,9,48274.668512496886,9245.98580076304,1,0.9999952674650041
58,220273.34486751384,5,104324.06863208773,13372.325324109705,3,0.9914123094854829
64,190504.70997411365,6,47775.123261576366,0.0,1,0.9981046230929954
62,220275.1118124979,0,93558.57163380846,0.0,4,0.01575966871694646
45,291809.91349094757,5,59417.863022947175,313.38724105444,3,0.9805729419108308
67,68223.3087869501,3,93984.12455555367,3656.5865370300216,2,0.8937737762713994
66,217268.31765537953,5,98975.84493920843,11141.890754130298,1,0.9922449254563072
41,325184.9380856536,5,130639.25640153312,0.0,1,0.99012178799183
59,159724.43740547047,1,53173.71917691702,0.0,1,0.09673966404282726
71,176423.92386476567,6,122600.97098564243,7282.332914744773,2,0.9991074177214195
63,289214.4945668203,9,97331.61755841377,14071.629677378212,2,0.999987981836344
59,156147.9879473725,8,85330.31697142281,12182.477432763992,1,0.9999669404184598
54,84475.3914196987,0,113310.54260851558,7478.346707889211,1,0.05021804382422068
46,320137.11368547066,0,124463.87460462333,0.0,1,0.015170852817200578
47,10000.0,0,93051.79967873196,9022.931937642425,1,0.06233332907342923
69,322851.0149205375,6,189189.83365474496,5505.271445853005,3,0.9988735781828069
72,256508.99438324283,2,84774.39459097949,5115.605238277138,1,0.3195173554766937
71,106118.74917129145,7,165438.2729942793,13249.56793387175,2,0.9999325195395726
57,141534.658049602,5,76119.27106997256,0.0,3,0.9930616074803046
66,10000.0,5,43886.34884083558,11901.77130887016,2,0.9956103583490095
48,192232.69072787356,1,70714.23020198075,8575.55165224383,1,0.09443733532955181
74,275747.01502585615,6,130071.17815426782,16153.96209018872,2,0.9984740456056961
42,172275.58096542498,5,181190.1734236984,0.0,2,0.9974115216988978
41,34406.76758525381,1,58914.8028029835,8992.70093393532,2,0.17906401177956843
62,184444.3381115105,9,124052.91142722114,12700.001268309272,2,0.999995091088626
71,239449.8846555209,3,30655.447622245665,2138.5774430581314,1,0.6327521811132684
39,201072.4686825168,6,147428.6151000759,4514.137009363674,2,0.9992336308665722
60,118734.55956571431,4,150687.95591120643,0.0,4,0.9828044461999784
58,28403.256514868117,8,87756.78702894227,11891.178278905023,3,0.9999824717027287
70,264751.5178983269,7,131642.35119249177,3388.0933602995883,1,0.9997815844202289
56,195632.38145840826,2,91301.76454699105,3437.372157732374,1,0.42296425295650497
65,133926.3894736941,1,68177.14476119242,0.0,1,0.12633442785787205
73,264787.82197035203,4,103641.1721783215,0.0,4,0.936508292152907
35,266052.1931773193,2,61557.82056611945,16194.560508558005,3,0.2327834504140176
67,82816.11171517172,8,115733.28213703273,14411.148107481165,3,0.9999816282428281
63,259628.10198378313,4,169381.09777605228,0.0,1,0.9739623817064685
48,370893.8145446428,0,79128.44711705591,7464.922595471937,2,0.00645952251139023
37,327134.0041646437,5,89509.72780289668,15415.960752093833,3,0.9817218593424947
53,180456.36994586227,8,124657.3383471459,1728.187875823668,2,0.9999738238722394
37,80405.71624498886,9,97040.84110028585,0.0,3,0.9999964581060661
74,175910.2920086793,5,40094.26774286701,0.0,1,0.9891694044302298
63,391551.75607840344,1,22998.72541354524,19024.929223979205,2,0.01727768136823995
68,341378.97727316286,1,53225.40038276218,0.0,1,0.03534186792745696
45,35373.65270012981,8,110180.22485541564,0.0,2,0.9999871834140414
38,402811.4094693803,8,100026.41718181438,1744.6203160161385,1,0.9998859278246597
37,136453.64958193543,6,0.0,6327.448482453697,1,0.9977520878231374
63,234226.5121169081,2,73253.04136348801,9014.788788577174,1,0.321177084243696
58,141965.23419376163,2,49369.09445446508,10610.681472193784,2,0.37161965074146397
66,153829.2717678054,7,127185.98313485022,0.0,1,0.9998823717578847
57,223114.59490564885,7,125563.14562898493,576.059632400712,2,0.9998087219364701
74,209403.0752859068,8,39809.686433780575,7199.397993958868,3,0.9999169135571754
46,84749.8276758476,9,154008.21834257344,5523.810572815681,3,0.9999979275930798
67,199213.07277886118,3,119651.77116962778,0.0,2,0.8374620896210118
45,135436.2183085995,1,22450.585664321363,1072.8933152021473,1,0.0832686160924578
72,174060.6799469673,8,157635.19155111135,7276.307505909621,2,0.9999813905176432
67,181959.11344046087,4,153444.14640692563,0.0,3,0.9774095901242877
73,99839.96098446847,9,22478.77615465017,14823.054318673752,2,0.999991309580176
54,179042.41293079825,7,12075.14620249132,0.0,2,0.9995253714762461
40,304172.88009995036,3,151158.5670095544,9984.761114505218,1,0.804424350426963
52,240211.58783415463,7,108254.79823064827,139.77172272468533,2,0.9997487958937337
72,130701.15908818712,3,132590.93171088852,5144.446805051534,2,0.8959250859817128
62,188940.6817037809,3,68633.28297763721,0.0,2,0.7645208991899923
36,186521.73736255555,5,77673.14435253193,7478.854997305292,2,0.9916969447445549
70,181540.24044343136,9,137339.4324633077,7601.166752808286,2,0.9999958298851787
62,85827.58580236229,7,51623.52736278669,8397.142442571585,3,0.9997968240739449
46,175945.97853128912,1,0.0,0.0,1,0.05388800576583979
69,226493.04881919053,2,32728.889025166973,8189.635664732451,3,0.2199750107772712
59,109440.09144811399,6,75744.1257497207,0.0,2,0.9990562751358953
50,10000.0,3,121806.34084895611,7859.324424621238,1,0.9443723346746115
37,286294.3190079258,3,98455.52087881305,1266.697433152628,2,0.7182207082757479
69,236516.17690890786,1,67652.49503348656,10398.483651723036,2,0.06605867451449243
59,301792.1773124222,3,160627.8666833922,1421.1988142522832,2,0.8122718218459484
61,373270.61374339886,0,146748.49858213667,0.0,2,0.012874863616610121
63,352218.23267944984,4,83709.89297183351,13789.080362829589,3,0.8816533188966603
61,203049.85852711526,1,144539.01380400144,16202.766007403774,3,0.14927125630779373
70,260091.42815103492,5,22098.276219556938,15230.734699136883,4,0.9728222606947668
58,178002.88189589238,0,54661.39712455298,3127.3556095258173,3,0.014424445331752831
37,218352.57980349346,5,110167.25426698998,10013.092096842756,3,0.9922485711090844
40,230579.1998265226,9,53952.69239127748,7274.563323004318,2,0.9999872446618243
51,257678.30282471713,9,169689.3507139575,10942.800921259568,4,0.9999946707131226
74,168914.80899092174,8,89010.11030143505,4442.328475300173,2,0.9999635854791867
55,251772.24549669528,9,97364.48725159142,11846.119977140812,2,0.9999904978802343
62,128682.89020058024,9,112951.66237809273,6665.4686428995665,2,0.9999961070135353
64,62775.88243930836,0,78917.51621605188,0.0,2,0.03828202156451132
69,182113.039666362,7,185340.2540981539,14192.451671213605,3,0.9999078729704441
65,282668.0053582723,3,146070.70220937647,2370.0253048677982,1,0.8157819486089662
48,129907.07700353788,5,238349.92560038235,10187.67732339488,1,0.998913699950935
35,100471.38862327256,7,38823.71662566375,8399.45555904201,2,0.9997707092604203
40,335854.0715219737,8,110900.14813189374,7044.020756791351,2,0.9999246540519899
36,151667.8939886486,9,87598.04543630479,15257.20355620257,3,0.9999937733614263
62,181617.66397753908,2,73649.22413028538,5155.372335307174,2,0.37921795836062605
43,282374.9103683885,6,11460.229506468371,1441.5621256505842,1,0.9953627407425037
43,218451.67772180316,1,80766.53980915112,0.0,1,0.09301561432755238
41,332701.4082604422,1,146143.33471529908,11547.396749484185,2,0.08486711655195747
65,184148.46022848578,7,17473.620031254948,0.0,1,0.9995642568757594
64,162654.52507752518,7,145094.34133869674,0.0,1,0.999897247895144
59,276648.3945010066,7,121921.45547372369,0.0,2,0.9997282134019728
42,306805.6112871097,8,177641.25142399478,3978.031123169256,1,0.999970511794915
71,175019.94684589503,3,120651.90902942057,5338.582481853598,2,0.8544695966534515
60,54691.918101885356,6,88254.2612797644,0.0,1,0.9994384547610017
70,117852.47824761384,6,72557.12897495634,9121.797604514759,1,0.9990054881542283
65,68892.4022303512,7,88766.56058822299,647.3188353576461,2,0.9998857590005235
48,159446.77397216207,1,184597.97235149323,2424.520005467887,3,0.26637872070356067
41,194251.35290330433,6,161486.89969990967,0.0,3,0.9993253182106
44,136837.70042237092,7,92905.89719608787,3191.170036335166,1,0.9998499715716098
62,320504.3835475208,6,124512.69358999665,0.0,2,0.9980320022192903
36,174593.2100449859,5,102822.33292919713,14786.719221564317,2,0.9938702917018915
51,296627.90269754233,2,101544.9982605704,6763.562626886607,2,0.29461050384380083
56,140181.43186632253,9,94335.03226914039,12851.71788168827,1,0.9999952281676088
56,171295.5432426073,3,0.0,4467.737160261853,1,0.6533682524185589
35,309329.4040000241,1,86872.35641398368,0.0,3,0.05315514425885565
41,87521.93107393118,8,46217.3313718136,15027.019135376835,3,0.9999621812141627
54,43419.893827798776,9,29168.013154211338,0.0,2,0.9999945522745654
55,98105.8235663874,1,91762.54641758099,5510.88007671185,1,0.18414410046570018
48,235020.95935397962,5,55445.74426880816,634.3782270289407,2,0.986342207731452
74,111816.46626742424,8,49682.69689310116,15477.168275016991,2,0.9999594388442399
48,186736.4970858361,9,127212.37631637562,11205.009080859629,3,0.999994928330794
50,285153.41193138785,3,0.0,0.0,2,0.479211450867401
69,223616.68715503742,4,37480.45459831012,382.25888793513013,1,0.9215310351880425
63,145036.8897930345,0,6094.396421650221,2477.880873823099,3,0.010607233596698911
65,350058.4433073576,5,86987.93696490058,11221.295505804661,3,0.9783199723077676
53,302966.2530632412,5,132011.1250946134,6442.414006787709,2,0.9905139365626259
61,311296.5833995485,8,79591.23849854348,0.0,2,0.999910063434765
67,222931.72515143026,9,80530.99391647741,2557.8498675496285,3,0.9999899435144494
52,228106.3251700956,0,40850.84524864502,6346.061303908573,3,0.009329662426575158
70,154146.94495983017,0,164752.24145133476,1615.364760080351,3,0.04953446064229078
57,272601.31577233627,9,120102.08616511301,11067.035620090224,2,0.999991516467223
73,265442.1212743315,3,20380.695066329354,3816.4770496674705,2,0.5517244350967279
59,223590.33133281226,7,34869.84209273971,0.0,3,0.9994749494803515
56,112169.80589149526,2,104386.07975577115,10416.651868752879,1,0.5721588447926778
47,237608.94572172343,9,0.0,3879.8198094390605,2,0.9999768931077412
58,95456.74581330648,4,76272.57456152095,10033.431328090675,2,0.9713516791873998
67,213436.62618736288,2,49194.99879342764,8317.35534013414,3,0.2654779448488202
38,105284.86804609616,0,33818.178881003645,1972.6914650545466,2,0.019464209377468098
39,58068.40545083818,1,109142.30485606143,9538.17047650737,1,0.255044402743765
51,240964.71743816487,0,156975.63615854806,8035.203260865328,1,0.03214962024482602
38,119762.04092565893,4,96629.91874144781,0.0,1,0.9762132692398439
51,61674.94889777238,4,101575.92549692208,11133.466940414317,2,0.9817677339070081
36,195477.844823848,5,0.0,8355.326894516023,3,0.9792590059957005
69,308622.4735524745,0,58849.084284717064,0.0,3,0.007054795517817898
71,229633.8777647048,5,137422.46206837124,372.84558721966914,3,0.993729968498321
39,235995.11633466734,7,78909.17553416795,1494.5651303715576,1,0.9996933356275877
46,105637.94924940738,6,55762.218966892375,0.0,3,0.9987984193740344
49,228006.63480046147,3,52385.42073929075,8472.821722755712,2,0.6826310451243719
38,84558.93212044392,2,113730.22022140265,7149.49023589406,2,0.6240778933694727
71,65104.69956937042,1,91573.16354144351,2632.8399479094514,2,0.2019891593275664
59,328107.7090523935,6,161745.96804093913,5106.785586226598,1,0.9986756104699431
38,239905.43132331438,7,116233.68869153953,0.0,2,0.999772340782715
60,294681.5161142289,2,61278.662078630696,6500.426453303917,2,0.21660228900204784
62,410208.7004817545,4,93645.66622492002,845.9036809881914,2,0.8681817330964106
43,108144.95801776896,3,55228.81868872625,0.0,3,0.8116535275946959
72,144259.79570355726,1,223349.83648394348,2746.576247137503,2,0.382723144527579
73,76163.01883282003,7,58816.14312728085,2770.4435322411045,1,0.9998463687544891
69,365730.6496017056,6,57699.880082577365,7425.08356921689,2,0.9947404134627694
44,234806.46612589658,1,113331.95454886268,0.0,3,0.10166835665541435
42,239072.20745345374,2,106038.93824718462,0.0,2,0.3873699340599063
51,198016.32002957712,0,97013.04534639654,11798.92018530535,1,0.022211062460642257
47,174239.0798880465,4,65656.00244728805,0.0,3,0.9490960557742042
57,24259.792950601113,6,124091.169030276,7546.266267789471,2,0.9996440622554379
52,131109.72440331682,7,209871.21215214644,3352.467809576109,2,0.9999530921701806
61,208739.0214116495,0,100329.63468476443,15116.195417627818,3,0.018432961738987882
57,187545.99628327272,1,49871.75796066132,559.9581856467335,2,0.07575425313386265
50,311023.44836870854,0,124667.08927229412,13103.619168162453,2,0.014272618195111804
51,294696.6422880253,8,56947.66412516907,4881.230008127527,1,0.9999033221512268
42,140795.82526865808,8,134784.72302078642,4897.333712589721,2,0.9999813202175974
63,180543.0671499285,0,10263.867428246696,4688.532235317916,3,0.00894396097774399
52,266726.98897703894,9,9375.80586921121,953.9251608912236,2,0.9999752401431411
49,167264.85243403463,8,237292.52325961605,10041.492510256856,4,0.9999910776185295
53,308213.65577444667,4,148296.87504883832,107.68804693402853,2,0.9551420723700349
71,222653.74676596385,9,158907.63859402452,13863.88388275401,3,0.9999953441812813
62,299568.05070110335,2,107812.2648379373,8536.887645013041,3,0.28643973771864545
51,282892.5805923006,2,90884.39064387915,4139.711295633878,1,0.3049980668414669
72,175118.28977669647,0,92282.39930111817,11444.724281251842,2,0.022109311281006523
70,41183.00755567165,8,114663.13415530353,9350.820247907199,2,0.9999866199217257
73,262622.3782464002,8,90649.20155719444,0.0,2,0.9999389602878632
38,374849.4944092519,8,120268.34360151857,5418.346416623221,1,0.9999204797766456
73,284767.5944099352,3,12852.04772133095,0.0,2,0.5072918233192362
43,239041.40343487417,9,85776.52972794969,13869.72690264136,1,0.999990784038119
53,281237.092824188,7,115146.47946824154,5510.611801443207,3,0.9996747769593076
52,328230.3258710971,0,120122.27695950234,10936.10555725004,1,0.01329277471418925
43,39564.5119440656,9,61526.82393959502,0.0,1,0.9999964849197979
66,242809.19964676688,0,48405.450038504765,0.0,2,0.009993750661252741
56,250471.0938360851,8,120231.04111433268,5179.4923983796625,2,0.9999581087718571
70,272792.2952019425,2,10877.024312782742,0.0,2,0.15890451587444163
48,230853.88385559083,5,47539.71484974659,4361.901028950039,3,0.9843223215363603
35,69431.85895725807,5,59795.67772557173,10232.032031102703,1,0.9952586393713585
54,155068.17811277253,1,74227.05272824012,12813.984649144346,3,0.10271696430860228
60,244154.05246298364,0,127910.95500706065,6647.418147850438,3,0.020454849603239816
58,199375.7099767366,6,52048.588864615915,9232.56089194964,1,0.9980426470505074
62,149878.2595388511,8,51757.56778149719,0.0,2,0.9999533911044682
64,229769.30876640728,9,133631.97035443748,6984.301334535374,2,0.9999942975153072
66,224597.82087257924,4,83750.24222154322,25574.394584547248,1,0.9456155097665613
58,264434.4626817242,9,141858.66558522487,0.0,4,0.9999928205107227
68,252556.75282448955,4,84432.20170859274,0.0,3,0.9333881104293825
47,225053.2973134809,3,98319.72743706508,19145.370429840827,1,0.7850047694049521
64,142515.88475061112,3,214602.15694536635,14527.413078905049,1,0.9515775272797014
74,25098.823207692447,0,112563.59359630058,11661.466014515427,4,0.05496233983010125
54,301827.27834317443,3,53510.02954965814,9115.209259931144,1,0.6007116248980319
49,404837.10543268255,9,85875.74968799062,455.60798807176116,2,0.9999748778520362
43,297319.9484588618,7,129924.8549470773,267.85580723538305,2,0.999721726145637
74,339005.16348127543,6,66089.90059009324,2206.964837663897,2,0.9959212949688357
64,122394.16863472591,7,25102.61925010666,6676.745955031862,1,0.9997135716629548
44,134272.7663231839,3,76056.10715838321,8415.098351764696,3,0.8167092804500169
67,231569.63883806713,5,79982.92107139392,8528.72242162242,1,0.9898416328322445
44,206089.7008083125,8,101345.66807259122,6489.010393693024,2,0.9999610383685258
71,245911.31385218346,2,104204.23038746708,0.0,3,0.3505906817816633
67,56060.082997828664,6,73430.02264217903,0.0,2,0.9992872990366796
63,133518.76442342316,9,120181.1457241374,2251.6929910915023,3,0.9999960652683101
47,348604.75848190556,2,140736.66992021393,8018.070222756691,3,0.3007893912421237
55,383267.9535047088,0,62049.07414677124,9422.159170447401,3,0.004639745845286285
35,218563.2444143559,8,125722.23466152101,0.0,1,0.9999705337953877
58,104306.94232611696,4,130396.45949234057,14772.547783049775,1,0.9834667126552569
50,196361.73898229867,3,107636.29852423759,13886.39589972126,2,0.8180546323461181
55,155337.3520452718,9,109400.7261966319,22893.993576949266,1,0.9999953914955902
74,94307.56791602331,8,173794.61344903696,0.0,3,0.9999896389208957
54,118437.00445006379,9,78231.99323558524,485.03256255619,2,0.9999948982251112
36,121142.07696871748,1,0.0,1607.1854052427088,1,0.07311697295604282
48,90903.09823635482,9,146264.4287796626,12262.966943786943,2,0.9999977781709999
49,250039.87834573453,9,0.0,1014.4300370426281,3,0.9999735294541079
39,10000.0,5,48937.097713088464,13912.661594779187,2,0.9959146096867599
55,338341.05654868437,9,19841.726220936733,0.0,1,0.9999684978281518
37,453926.3774172794,9,111586.36375294965,561.0148725660179,1,0.9999763380464667
60,270769.48520287167,5,88593.88793243395,6927.865873364556,2,0.9876312475734276
37,391033.2703496717,9,107056.98818177296,0.0,3,0.9999802865802035
45,151096.28548050375,7,135198.3177543128,7829.782313672082,3,0.9998766788377236
73,199559.70004542414,4,118381.89231228214,0.0,3,0.9642983341975032
65,299068.63415653363,9,60087.16681666879,5401.858837560077,3,0.9999804524448395
63,86495.05181657145,4,70348.15446136432,13107.498263711108,4,0.9663950349939204
61,120323.76325030101,0,73915.18777147373,9599.428736255752,1,0.027367314322887693
43,242107.2545337167,0,80891.00680793032,0.0,3,0.013334464490253783
70,75115.6211481871,0,83385.20598223513,15957.57470648992,2,0.03529174046807478
